city,locality,propertyType,bedrooms,bathrooms,area,propertyAge,floor,amenities_count,parking,price
Mumbai,Powai,Commercial Property,0,1,1454,4,10,9,1,28440000.0
Bangalore,Koramangala,Apartment,3,2,3847,1,11,9,1,39630000.0
Delhi,Dwarka,Villa,1,1,2462,18,17,7,1,28700000.0
Bangalore,Whitefield,Commercial Property,0,1,1453,3,6,8,0,11290000.0
Hyderabad,Gachibowli,Villa,4,5,2190,24,5,5,0,12600000.0
Chennai,Anna Nagar,Apartment,1,2,2259,7,15,2,0,12640000.0
Mumbai,Powai,Apartment,4,3,989,18,11,9,0,20190000.0
Mumbai,Andheri,Apartment,3,3,3920,21,18,8,0,70710000.0
Hyderabad,Banjara Hills,Apartment,2,1,4130,22,18,6,0,25860000.0
Chennai,Anna Nagar,Independent House,5,4,1653,3,1,8,0,11370000.0
Mumbai,Worli,Independent House,1,2,3270,12,12,5,0,64320000.0
Delhi,Connaught Place,Commercial Property,0,1,3737,9,20,7,0,56160000.0
Chennai,OMR,Commercial Property,0,1,820,21,15,7,0,3920000.0
Hyderabad,HITECH City,Apartment,2,3,2365,3,1,6,1,14060000.0
Chennai,OMR,Commercial Property,0,1,624,21,15,4,0,2850000.0
Chennai,ECR,Apartment,2,3,4196,20,4,2,1,21210000.0
Delhi,Dwarka,Commercial Property,0,1,3324,6,13,2,0,36090000.0
Chennai,ECR,Independent House,4,3,2011,2,2,2,1,12920000.0
Chennai,ECR,Independent House,1,1,1665,13,15,2,0,8840000.0
Delhi,Rohini,Villa,3,4,3639,13,16,3,1,42930000.0
Chennai,Adyar,Independent House,5,6,886,9,18,0,1,8220000.0
Bangalore,Indiranagar,Commercial Property,0,1,1464,11,12,7,1,10270000.0
Hyderabad,Kondapur,Commercial Property,0,1,4450,11,19,4,1,24280000.0
Mumbai,Juhu,Villa,1,1,1599,13,6,0,1,30970000.0
Mumbai,Powai,Villa,4,3,757,23,10,6,1,13400000.0
Delhi,Vasant Kunj,Villa,5,6,4051,16,2,8,1,41500000.0
Chennai,ECR,Commercial Property,0,1,671,14,18,2,1,3680000.0
Hyderabad,Jubilee Hills,Independent House,5,5,3872,3,17,3,1,34540000.0
Delhi,Saket,Commercial Property,0,1,667,5,22,0,0,6580000.0
Bangalore,Indiranagar,Commercial Property,0,1,3050,11,10,9,1,21910000.0
Mumbai,Juhu,Apartment,3,4,3516,3,21,6,1,62900000.0
Mumbai,Andheri,Villa,1,1,2541,11,16,3,0,46990000.0
Delhi,Connaught Place,Apartment,3,2,1189,23,15,1,1,19140000.0
Hyderabad,HITECH City,Villa,2,2,2104,5,24,8,0,12130000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,3221,22,21,6,0,18120000.0
Chennai,ECR,Villa,3,2,1712,17,23,5,1,9970000.0
Bangalore,Electronic City,Commercial Property,0,1,1113,22,15,9,0,7860000.0
Hyderabad,Jubilee Hills,Apartment,3,4,1250,4,11,5,1,11940000.0
Mumbai,Juhu,Apartment,4,5,3535,12,6,4,0,62570000.0
Chennai,Adyar,Independent House,1,1,2244,23,7,6,0,18820000.0
Chennai,OMR,Commercial Property,0,1,1260,7,5,2,1,6730000.0
Delhi,Saket,Independent House,4,5,3615,12,14,4,1,43930000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2915,22,23,6,0,17600000.0
Mumbai,Andheri,Villa,2,3,2849,19,6,7,1,48700000.0
Delhi,Dwarka,Villa,4,4,3430,21,21,4,1,38970000.0
Mumbai,Andheri,Independent House,5,6,3708,16,7,8,1,64250000.0
Delhi,Connaught Place,Villa,2,3,1715,13,20,8,1,29550000.0
Delhi,Rohini,Independent House,5,5,782,7,9,1,0,9930000.0
Hyderabad,Jubilee Hills,Apartment,2,1,2789,4,9,8,1,23470000.0
Mumbai,Powai,Apartment,3,2,2545,15,4,0,0,46210000.0
Bangalore,Koramangala,Independent House,2,3,1678,15,10,7,1,16670000.0
Delhi,Saket,Commercial Property,0,1,3188,2,12,8,0,36100000.0
Hyderabad,HITECH City,Villa,1,2,2214,7,23,6,0,13170000.0
Bangalore,Koramangala,Villa,4,5,3806,21,3,2,0,34750000.0
Chennai,ECR,Apartment,2,2,2499,5,10,9,0,14370000.0
Delhi,Connaught Place,Apartment,3,2,3327,19,18,1,1,49780000.0
Bangalore,Koramangala,Villa,3,3,3112,0,24,3,0,33390000.0
Bangalore,Whitefield,Apartment,4,4,594,12,22,6,1,4910000.0
Bangalore,Whitefield,Independent House,4,3,3680,7,7,7,1,29150000.0
Mumbai,Worli,Independent House,5,5,1784,6,9,6,0,32830000.0
Bangalore,HSR Layout,Villa,1,1,900,12,24,6,0,6390000.0
Bangalore,HSR Layout,Apartment,3,4,584,9,1,3,1,5240000.0
Chennai,ECR,Commercial Property,0,1,2871,4,20,8,0,14900000.0
Chennai,OMR,Apartment,2,2,2584,21,19,4,1,15870000.0
Chennai,Adyar,Apartment,1,2,1602,17,10,6,0,12520000.0
Delhi,Connaught Place,Commercial Property,0,1,3285,12,1,3,0,46210000.0
Chennai,OMR,Commercial Property,0,1,2642,16,21,6,0,14970000.0
Mumbai,Andheri,Commercial Property,0,1,3791,8,15,9,1,67360000.0
Chennai,Anna Nagar,Villa,5,4,1282,3,15,4,0,8500000.0
Delhi,Saket,Villa,4,5,4477,12,20,9,0,52310000.0
Chennai,Velachery,Apartment,3,3,3804,11,19,0,1,20560000.0
Hyderabad,HITECH City,Apartment,3,4,3607,14,22,5,1,20690000.0
Chennai,Velachery,Apartment,3,4,2826,10,23,1,1,17400000.0
Mumbai,Juhu,Commercial Property,0,1,2927,2,7,6,1,56270000.0
Hyderabad,HITECH City,Villa,4,5,4384,15,16,1,1,27510000.0
Bangalore,Whitefield,Commercial Property,0,1,2467,16,17,9,1,16140000.0
Hyderabad,Gachibowli,Apartment,3,3,4061,3,12,1,0,25560000.0
Bangalore,Indiranagar,Commercial Property,0,1,1469,14,12,0,1,9930000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,1805,16,7,7,0,15790000.0
Hyderabad,Banjara Hills,Villa,1,2,536,17,21,3,1,3220000.0
Hyderabad,HITECH City,Apartment,3,2,2349,21,6,3,0,13780000.0
Mumbai,Bandra,Commercial Property,0,1,4354,14,21,9,0,108580000.0
Mumbai,Worli,Independent House,3,3,1936,17,20,5,1,35540000.0
Bangalore,Koramangala,Independent House,5,6,1765,14,20,3,0,19000000.0
Hyderabad,Kondapur,Apartment,1,1,1639,3,11,1,1,9460000.0
Hyderabad,HITECH City,Independent House,3,3,782,12,4,8,0,6030000.0
Mumbai,Juhu,Independent House,4,4,3544,24,3,5,1,70130000.0
Bangalore,Indiranagar,Independent House,1,2,4013,6,14,9,0,27360000.0
Chennai,Anna Nagar,Commercial Property,0,1,635,9,16,6,1,4000000.0
Chennai,ECR,Apartment,4,3,1305,12,17,0,1,8550000.0
Mumbai,Andheri,Independent House,2,1,2287,17,10,2,1,41500000.0
Bangalore,Electronic City,Commercial Property,0,1,1061,16,10,4,0,6940000.0
Delhi,Rohini,Commercial Property,0,1,3885,8,14,9,1,43780000.0
Delhi,Vasant Kunj,Independent House,3,2,2305,16,13,8,0,24710000.0
Chennai,Velachery,Villa,3,2,3830,1,8,8,0,20700000.0
Bangalore,Indiranagar,Villa,4,3,1488,24,6,9,1,11940000.0
Delhi,Dwarka,Apartment,5,4,2879,23,20,8,0,31660000.0
Mumbai,Worli,Independent House,3,4,1361,20,12,2,0,27260000.0
Bangalore,Koramangala,Apartment,4,4,3371,22,1,1,1,36090000.0
Chennai,Anna Nagar,Villa,2,3,4268,12,1,8,0,22310000.0
Hyderabad,Kondapur,Apartment,4,4,4077,2,20,9,1,26370000.0
Hyderabad,Kondapur,Independent House,3,3,1140,5,11,1,0,7080000.0
Hyderabad,Kondapur,Apartment,2,1,3846,3,13,1,1,24390000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,2340,0,6,2,1,21160000.0
Chennai,ECR,Villa,2,3,803,6,17,3,1,5430000.0
Delhi,Rohini,Apartment,1,2,1212,0,16,1,1,14720000.0
Bangalore,Indiranagar,Commercial Property,0,1,2826,21,11,2,1,19240000.0
Mumbai,Bandra,Villa,4,5,4482,16,11,4,1,105020000.0
Bangalore,Whitefield,Commercial Property,0,1,3197,4,20,4,1,22100000.0
Hyderabad,HITECH City,Apartment,4,3,3800,23,12,0,1,23740000.0
Delhi,Vasant Kunj,Apartment,1,1,1879,13,19,6,0,20770000.0
Delhi,Saket,Villa,2,2,3440,3,17,0,1,37370000.0
Hyderabad,Banjara Hills,Villa,5,6,4430,23,4,2,1,30070000.0
Delhi,Connaught Place,Commercial Property,0,1,1333,12,8,8,0,21760000.0
Delhi,Rohini,Commercial Property,0,1,3022,3,16,6,0,35590000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2785,6,22,6,0,16710000.0
Bangalore,Koramangala,Villa,2,3,4433,6,7,4,0,47020000.0
Hyderabad,HITECH City,Commercial Property,0,1,3987,16,6,8,1,23400000.0
Mumbai,Worli,Independent House,3,3,977,24,8,9,1,18570000.0
Hyderabad,Banjara Hills,Independent House,1,1,756,24,2,0,1,4760000.0
Mumbai,Worli,Commercial Property,0,1,1808,1,21,9,1,32820000.0
Chennai,ECR,Villa,4,3,1802,11,1,0,0,10160000.0
Bangalore,Indiranagar,Commercial Property,0,1,2716,11,4,3,0,17450000.0
Chennai,OMR,Apartment,4,3,4073,9,2,4,1,21440000.0
Chennai,OMR,Apartment,5,4,630,3,4,6,1,5290000.0
Mumbai,Andheri,Apartment,5,4,2207,9,7,2,0,44900000.0
Delhi,Rohini,Commercial Property,0,1,4385,11,21,4,1,49430000.0
Bangalore,HSR Layout,Independent House,3,2,3619,11,23,1,1,27690000.0
Hyderabad,HITECH City,Villa,4,4,1489,12,10,0,1,8850000.0
Bangalore,Whitefield,Apartment,1,2,768,15,5,3,1,5460000.0
Bangalore,Koramangala,Villa,4,5,980,20,20,3,0,9580000.0
Mumbai,Juhu,Villa,4,3,3017,17,16,2,0,58630000.0
Delhi,Rohini,Villa,4,3,1875,1,12,4,0,20220000.0
Chennai,Anna Nagar,Independent House,5,6,3679,15,24,0,0,22170000.0
Chennai,Velachery,Villa,1,2,894,16,12,1,1,4500000.0
Delhi,Rohini,Apartment,1,1,2410,7,20,7,1,26500000.0
Delhi,Saket,Apartment,1,2,687,3,7,4,0,7390000.0
Bangalore,Electronic City,Villa,2,2,4105,24,22,3,0,29820000.0
Chennai,Velachery,Independent House,1,1,2274,9,2,3,0,13420000.0
Hyderabad,Jubilee Hills,Apartment,2,2,2595,8,1,8,1,21580000.0
Hyderabad,Gachibowli,Villa,2,3,1384,11,11,5,0,9070000.0
Bangalore,Whitefield,Villa,3,3,658,0,24,0,1,5550000.0
Mumbai,Powai,Commercial Property,0,1,3089,22,2,6,1,57080000.0
Mumbai,Powai,Villa,3,3,4499,10,4,0,1,84550000.0
Bangalore,Electronic City,Independent House,2,3,3418,9,20,8,1,24800000.0
Mumbai,Worli,Apartment,4,4,2958,5,22,9,1,57930000.0
Bangalore,Whitefield,Apartment,3,4,1892,17,11,2,1,13990000.0
Chennai,Velachery,Apartment,3,4,1958,8,3,6,1,12300000.0
Bangalore,Indiranagar,Apartment,2,1,1402,16,23,1,1,9250000.0
Hyderabad,Banjara Hills,Independent House,1,1,2664,9,21,8,1,15710000.0
Hyderabad,Gachibowli,Independent House,3,3,2472,18,5,8,0,16690000.0
Delhi,Dwarka,Independent House,5,5,1711,17,1,7,1,19350000.0
Delhi,Dwarka,Commercial Property,0,1,2676,18,21,9,0,32110000.0
Delhi,Vasant Kunj,Villa,5,5,1643,7,10,3,1,18670000.0
Hyderabad,HITECH City,Independent House,2,3,2535,10,5,2,0,14650000.0
Bangalore,HSR Layout,Apartment,2,2,2811,0,6,9,0,18990000.0
Mumbai,Bandra,Apartment,2,2,4223,17,21,4,0,105700000.0
Chennai,Velachery,Commercial Property,0,1,1083,16,9,5,0,5720000.0
Mumbai,Bandra,Commercial Property,0,1,2741,6,15,1,1,64340000.0
Bangalore,Indiranagar,Independent House,3,3,2463,13,4,5,0,17720000.0
Bangalore,Indiranagar,Villa,3,2,2463,18,23,6,0,16430000.0
Delhi,Rohini,Villa,3,2,3373,4,17,2,0,41060000.0
Chennai,Anna Nagar,Apartment,5,6,1708,5,17,5,0,11770000.0
Delhi,Rohini,Independent House,5,4,3789,10,8,7,0,40240000.0
Hyderabad,Banjara Hills,Apartment,1,2,3402,12,9,1,0,19810000.0
Delhi,Vasant Kunj,Independent House,2,3,2342,18,24,8,1,26060000.0
Bangalore,Koramangala,Independent House,2,1,3537,24,6,8,1,32980000.0
Mumbai,Bandra,Independent House,4,3,4379,16,9,8,0,102690000.0
Chennai,ECR,Independent House,4,4,3873,5,17,1,1,20310000.0
Delhi,Vasant Kunj,Apartment,4,3,1650,23,6,0,0,19010000.0
Mumbai,Bandra,Independent House,1,1,1114,20,13,0,1,26980000.0
Delhi,Connaught Place,Apartment,4,3,2024,14,10,2,0,33450000.0
Hyderabad,Banjara Hills,Apartment,1,1,1413,14,2,0,1,8650000.0
Bangalore,Koramangala,Apartment,5,6,2279,10,6,7,1,24980000.0
Chennai,Adyar,Commercial Property,0,1,2915,18,2,2,1,22890000.0
Delhi,Connaught Place,Commercial Property,0,1,4345,24,22,2,0,65450000.0
Bangalore,Electronic City,Apartment,2,2,1078,23,15,0,0,7620000.0
Mumbai,Worli,Commercial Property,0,1,1675,15,15,5,0,32960000.0
Mumbai,Worli,Commercial Property,0,1,2387,3,5,4,1,44230000.0
Bangalore,Electronic City,Commercial Property,0,1,888,2,23,9,0,7150000.0
Bangalore,Indiranagar,Commercial Property,0,1,3976,1,22,7,0,26470000.0
Delhi,Saket,Commercial Property,0,1,4165,20,23,0,1,42090000.0
Delhi,Vasant Kunj,Independent House,3,2,562,23,7,1,0,6020000.0
Hyderabad,HITECH City,Commercial Property,0,1,3530,18,1,0,0,20590000.0
Chennai,Adyar,Commercial Property,0,1,2716,11,9,1,0,22380000.0
Mumbai,Bandra,Villa,2,3,1042,19,2,2,1,27990000.0
Chennai,Velachery,Villa,3,2,903,19,9,7,1,5340000.0
Chennai,OMR,Apartment,5,6,1742,20,5,2,0,10570000.0
Chennai,Velachery,Villa,4,5,4281,0,21,6,1,25370000.0
Delhi,Dwarka,Commercial Property,0,1,3151,0,1,3,1,36230000.0
Chennai,Velachery,Independent House,3,2,2444,9,12,8,0,14030000.0
Delhi,Vasant Kunj,Apartment,2,1,2756,2,23,0,0,29340000.0
Delhi,Connaught Place,Independent House,3,3,4152,18,11,6,0,59670000.0
Mumbai,Worli,Commercial Property,0,1,562,11,18,0,0,8860000.0
Bangalore,Indiranagar,Apartment,2,1,1200,24,13,4,0,8780000.0
Mumbai,Bandra,Villa,5,4,4298,10,24,7,0,99770000.0
Delhi,Rohini,Villa,1,2,2275,14,15,7,1,23810000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2935,22,13,0,0,15770000.0
Bangalore,HSR Layout,Apartment,4,3,4202,23,18,3,1,31890000.0
Delhi,Rohini,Villa,3,3,1108,14,18,2,0,11860000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,2889,2,22,6,1,25140000.0
Chennai,Adyar,Independent House,4,5,1164,17,9,2,1,9490000.0
Chennai,Adyar,Independent House,2,3,1033,17,16,1,1,8160000.0
Mumbai,Andheri,Independent House,2,1,1264,4,2,2,1,22030000.0
Bangalore,Koramangala,Villa,4,4,3980,19,21,6,1,37470000.0
Bangalore,Whitefield,Apartment,5,5,2982,9,24,2,1,21130000.0
Mumbai,Juhu,Independent House,3,3,3466,20,16,1,0,61750000.0
Delhi,Vasant Kunj,Villa,5,6,1857,18,5,3,0,23150000.0
Delhi,Rohini,Independent House,1,1,4124,12,10,3,0,42680000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,3754,4,22,5,1,21540000.0
Bangalore,Electronic City,Apartment,5,4,2060,12,24,3,0,15480000.0
Chennai,ECR,Independent House,5,6,2573,21,10,4,0,15940000.0
Mumbai,Powai,Villa,5,6,1332,2,3,3,1,26620000.0
Hyderabad,HITECH City,Independent House,1,2,2276,7,8,2,1,14250000.0
Chennai,Adyar,Apartment,5,6,3051,18,21,2,0,22370000.0
Delhi,Connaught Place,Villa,3,4,1619,4,8,7,0,28260000.0
Mumbai,Juhu,Commercial Property,0,1,2717,17,18,8,0,50790000.0
Delhi,Vasant Kunj,Commercial Property,0,1,2419,2,6,3,1,24850000.0
Chennai,Adyar,Apartment,1,1,2311,13,22,3,0,17050000.0
Chennai,Anna Nagar,Villa,1,1,1435,21,1,3,0,7230000.0
Chennai,Anna Nagar,Commercial Property,0,1,4493,8,20,7,0,24460000.0
Delhi,Vasant Kunj,Villa,1,1,1468,4,6,2,1,15960000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,4319,4,10,8,0,25080000.0
Hyderabad,HITECH City,Apartment,2,2,1269,3,8,0,0,7900000.0
Bangalore,Koramangala,Apartment,2,1,2154,23,21,0,1,20300000.0
Mumbai,Worli,Independent House,1,1,3282,9,15,3,1,56620000.0
Hyderabad,Jubilee Hills,Apartment,4,4,4272,10,17,9,1,34280000.0
Hyderabad,Gachibowli,Commercial Property,0,1,3865,24,5,3,1,23620000.0
Mumbai,Juhu,Apartment,2,2,2352,2,16,6,0,40590000.0
Chennai,Anna Nagar,Villa,3,3,4238,13,15,2,1,25110000.0
Delhi,Vasant Kunj,Apartment,2,1,3970,12,20,7,1,42450000.0
Mumbai,Bandra,Commercial Property,0,1,2141,7,1,9,1,50470000.0
Mumbai,Andheri,Independent House,3,4,4367,13,6,6,1,78470000.0
Hyderabad,Gachibowli,Villa,1,2,1062,16,12,9,1,6900000.0
Chennai,ECR,Commercial Property,0,1,1964,2,21,2,1,11720000.0
Delhi,Dwarka,Villa,3,4,4042,22,2,8,0,48940000.0
Mumbai,Andheri,Independent House,5,6,3256,10,24,6,1,60820000.0
Chennai,Velachery,Apartment,1,1,4125,7,8,6,1,20980000.0
Chennai,OMR,Commercial Property,0,1,1130,4,5,3,0,6480000.0
Bangalore,Electronic City,Commercial Property,0,1,2907,0,4,2,0,20120000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,1023,19,1,6,0,5560000.0
Mumbai,Bandra,Independent House,3,2,521,5,22,1,1,13060000.0
Hyderabad,Kondapur,Commercial Property,0,1,3817,14,21,3,0,21570000.0
Hyderabad,HITECH City,Independent House,1,2,2994,13,19,1,1,18170000.0
Hyderabad,HITECH City,Villa,5,5,1976,6,1,2,1,14060000.0
Mumbai,Powai,Independent House,4,5,4397,24,1,7,0,83030000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2762,23,6,5,0,16560000.0
Hyderabad,Gachibowli,Independent House,4,3,1200,4,3,3,0,8730000.0
Delhi,Vasant Kunj,Villa,3,3,2409,22,16,0,1,27450000.0
Chennai,Anna Nagar,Villa,2,2,805,19,6,3,0,4230000.0
Delhi,Rohini,Independent House,5,6,2291,11,20,2,1,28640000.0
Bangalore,Whitefield,Independent House,5,5,3645,16,15,2,0,28960000.0
Mumbai,Bandra,Apartment,1,2,3368,17,12,0,0,83190000.0
Delhi,Vasant Kunj,Independent House,3,4,3961,5,15,6,0,41090000.0
Chennai,Velachery,Villa,5,4,3880,18,8,7,1,22190000.0
Hyderabad,Jubilee Hills,Apartment,3,4,746,13,9,8,0,6630000.0
Delhi,Connaught Place,Independent House,5,4,711,11,17,1,1,11630000.0
Bangalore,Indiranagar,Independent House,4,3,3957,16,10,8,0,30140000.0
Mumbai,Bandra,Independent House,1,1,2858,5,16,1,1,72260000.0
Delhi,Saket,Independent House,4,4,3592,4,15,6,1,37090000.0
Chennai,Anna Nagar,Independent House,5,4,2347,9,8,5,1,14480000.0
Delhi,Vasant Kunj,Villa,2,1,1329,2,19,5,1,15490000.0
Hyderabad,Kondapur,Villa,5,5,2609,22,12,3,1,16460000.0
Delhi,Saket,Commercial Property,0,1,2636,13,23,1,0,29630000.0
Mumbai,Juhu,Villa,4,4,1467,5,15,8,0,29100000.0
Delhi,Vasant Kunj,Independent House,5,5,2159,12,13,7,0,25570000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,750,6,15,7,0,5070000.0
Delhi,Vasant Kunj,Independent House,5,4,3717,19,14,1,0,42460000.0
Mumbai,Juhu,Independent House,1,1,3420,21,14,4,0,64190000.0
Chennai,ECR,Apartment,4,5,3684,1,19,3,0,19650000.0
Chennai,Anna Nagar,Villa,1,1,578,19,12,2,1,3230000.0
Mumbai,Bandra,Commercial Property,0,1,533,18,24,9,1,14910000.0
Bangalore,Indiranagar,Independent House,2,3,3687,19,10,7,1,24950000.0
Mumbai,Powai,Apartment,2,1,2690,20,3,3,1,45610000.0
Hyderabad,HITECH City,Apartment,3,4,4387,21,20,4,1,28570000.0
Bangalore,Whitefield,Independent House,4,4,1150,21,12,1,1,9400000.0
Chennai,Velachery,Apartment,1,1,730,16,9,6,0,4380000.0
Hyderabad,Banjara Hills,Villa,1,2,1342,19,9,7,1,8200000.0
Chennai,OMR,Villa,2,2,2472,7,3,5,1,13010000.0
Delhi,Connaught Place,Independent House,4,5,2158,3,21,8,1,36770000.0
Hyderabad,Banjara Hills,Commercial Property,0,1,3021,20,18,5,0,17450000.0
Hyderabad,Kondapur,Apartment,1,1,1355,17,4,1,1,8410000.0
Delhi,Connaught Place,Villa,3,3,847,14,14,2,1,14980000.0
Chennai,Anna Nagar,Villa,4,3,4174,2,13,7,1,22770000.0
Hyderabad,Jubilee Hills,Apartment,4,4,4277,19,22,4,0,35740000.0
Hyderabad,Gachibowli,Apartment,3,4,2746,12,13,0,0,15390000.0
Bangalore,Whitefield,Villa,1,1,3840,3,9,3,1,29870000.0
Mumbai,Andheri,Independent House,2,3,3900,14,17,6,1,66150000.0
Bangalore,HSR Layout,Independent House,5,5,2611,7,2,1,0,20000000.0
Delhi,Rohini,Independent House,3,2,1339,6,13,0,1,15110000.0
Mumbai,Worli,Villa,2,2,1388,22,16,0,1,23890000.0
Delhi,Connaught Place,Apartment,1,2,1817,9,22,1,0,26260000.0
Delhi,Connaught Place,Apartment,3,3,4324,20,13,9,1,63240000.0
Delhi,Dwarka,Apartment,2,2,3178,10,13,2,0,37720000.0
Hyderabad,Kondapur,Independent House,3,4,1600,4,12,5,1,9680000.0
Chennai,Velachery,Apartment,5,4,1744,21,22,0,0,10100000.0
Mumbai,Powai,Apartment,4,3,4409,0,16,3,0,80640000.0
Mumbai,Powai,Apartment,1,2,1904,16,20,5,0,36610000.0
Bangalore,Whitefield,Commercial Property,0,1,2193,10,23,3,1,14530000.0
Chennai,OMR,Commercial Property,0,1,1529,17,2,3,0,8400000.0
Bangalore,Indiranagar,Commercial Property,0,1,2235,9,10,1,1,14080000.0
Mumbai,Bandra,Commercial Property,0,1,1053,11,18,6,1,24290000.0
Bangalore,Koramangala,Villa,1,2,669,1,8,7,0,6810000.0
Delhi,Dwarka,Commercial Property,0,1,4260,8,19,0,1,48920000.0
Mumbai,Juhu,Commercial Property,0,1,3817,6,20,7,1,75840000.0
Mumbai,Andheri,Villa,4,5,4303,22,6,1,1,72300000.0
Chennai,Adyar,Independent House,2,1,3511,5,3,2,0,25790000.0
Bangalore,HSR Layout,Villa,4,4,4299,8,15,7,0,32570000.0
Mumbai,Andheri,Villa,4,3,2417,5,21,8,1,44460000.0
Delhi,Rohini,Villa,5,6,2278,0,22,1,1,28870000.0
Mumbai,Andheri,Villa,2,1,3952,7,17,6,0,76610000.0
Bangalore,Electronic City,Villa,1,1,1835,5,22,0,0,12280000.0
Delhi,Connaught Place,Villa,2,1,3742,3,21,4,1,53910000.0
Chennai,Velachery,Commercial Property,0,1,3445,8,23,8,0,20040000.0
Chennai,Velachery,Apartment,3,2,3277,3,10,2,1,18920000.0
Chennai,Adyar,Villa,5,6,2182,7,10,0,0,17580000.0
Bangalore,Electronic City,Commercial Property,0,1,3356,9,6,4,1,25190000.0
Chennai,OMR,Commercial Property,0,1,1883,2,13,2,1,9920000.0
Delhi,Dwarka,Villa,2,1,3406,20,20,0,0,34700000.0
Delhi,Rohini,Independent House,2,3,2643,17,5,1,1,26600000.0
Hyderabad,Kondapur,Commercial Property,0,1,1005,7,16,6,0,6200000.0
Bangalore,Indiranagar,Villa,1,1,1026,8,17,6,1,8160000.0
Mumbai,Juhu,Apartment,2,2,563,9,10,5,0,10540000.0
Mumbai,Juhu,Commercial Property,0,1,1998,20,2,1,0,34310000.0
Chennai,Anna Nagar,Apartment,4,5,892,9,17,1,1,5350000.0
Bangalore,HSR Layout,Independent House,4,5,1332,11,2,0,0,10840000.0
Mumbai,Bandra,Commercial Property,0,1,1805,13,4,4,0,42100000.0
Hyderabad,Gachibowli,Apartment,5,6,2670,4,9,2,0,18770000.0
Delhi,Rohini,Villa,3,4,3278,17,21,9,0,34200000.0
Bangalore,Indiranagar,Villa,1,2,1088,7,21,4,1,7560000.0
Hyderabad,Jubilee Hills,Commercial Property,0,1,4489,8,13,2,1,39630000.0
Mumbai,Bandra,Villa,5,5,1857,14,10,9,0,49570000.0
Delhi,Connaught Place,Independent House,3,2,1730,17,7,5,0,27450000.0
Delhi,Vasant Kunj,Commercial Property,0,1,2070,4,3,4,0,22170000.0
Bangalore,Koramangala,Commercial Property,0,1,3221,13,11,8,0,30930000.0
Chennai,ECR,Apartment,1,1,3065,1,3,7,0,15720000.0
Bangalore,Whitefield,Commercial Property,0,1,1183,13,19,5,1,8250000.0
Hyderabad,Gachibowli,Independent House,1,1,3066,8,4,8,0,20460000.0
Bangalore,Electronic City,Independent House,3,3,2731,22,9,7,0,17920000.0
Bangalore,Electronic City,Villa,2,2,782,21,7,5,1,6260000.0
Mumbai,Juhu,Commercial Property,0,1,2442,24,2,7,0,47780000.0
Delhi,Connaught Place,Independent House,3,3,1113,15,10,8,0,19210000.0
Bangalore,HSR Layout,Independent House,4,5,831,12,4,8,1,7730000.0
Hyderabad,Kondapur,Apartment,2,3,1634,20,22,6,1,9320000.0
Bangalore,Koramangala,Independent House,1,1,2321,10,20,4,1,23340000.0
Mumbai,Powai,Villa,5,4,3663,17,1,5,0,61010000.0
Hyderabad,Banjara Hills,Apartment,3,3,3015,24,21,5,0,18700000.0
Mumbai,Bandra,Villa,4,4,2622,11,16,2,0,72700000.0
Mumbai,Worli,Independent House,4,5,4379,2,2,5,1,82390000.0
Hyderabad,Gachibowli,Commercial Property,0,1,3649,17,2,0,1,23540000.0
Chennai,Adyar,Independent House,4,5,2865,11,23,0,0,20990000.0
Mumbai,Powai,Commercial Property,0,1,4334,9,19,5,0,73330000.0
Chennai,OMR,Independent House,1,2,1760,20,3,1,0,9330000.0
Hyderabad,Jubilee Hills,Independent House,2,1,3839,11,1,3,1,32280000.0
Delhi,Connaught Place,Villa,1,1,2670,9,4,5,1,41160000.0
Bangalore,HSR Layout,Independent House,1,2,4265,20,16,7,1,32200000.0
Bangalore,Whitefield,Villa,5,4,1662,12,15,5,1,12970000.0
Delhi,Dwarka,Commercial Property,0,1,1525,11,16,2,1,17340000.0
Delhi,Rohini,Villa,1,1,1699,8,24,3,1,18510000.0
Hyderabad,Gachibowli,Commercial Property,0,1,2830,10,7,0,1,17250000.0
Bangalore,Koramangala,Villa,3,3,1421,22,9,4,1,15220000.0
Chennai,Adyar,Villa,1,1,1695,21,14,9,1,13700000.0
Chennai,Adyar,Villa,2,3,1604,1,19,6,1,12750000.0
Bangalore,Koramangala,Commercial Property,0,1,2147,14,8,9,0,21100000.0
Delhi,Vasant Kunj,Villa,2,2,2222,5,17,4,0,24460000.0
Delhi,Saket,Apartment,4,3,1406,10,6,6,1,15370000.0
Chennai,Adyar,Villa,4,4,3168,8,1,5,1,25880000.0
Mumbai,Worli,Villa,3,3,1875,16,21,5,1,37590000.0
